congress,latestAction_actionDate,latestAction_actionTime,latestAction_text,number,originChamber,originChamberCode,title,type,updateDate,updateDateIncludingText,url
118,2024-05-09,,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",4302,Senate,S,"A bill to provide that individuals convicted of certain crimes relating to institutions of higher education are ineligible for Federal student financial assistance under title IV of the Higher Education Act of 1965, and for other purposes.",S,2024-05-10,2024-05-10T10:56:34Z,https://api.congress.gov/v3/bill/118/s/4302?format=json
118,2024-05-09,,Referred to the Committee on the Judiciary. (text: CR S3659),680,Senate,S,"A resolution condemning the violent, anti-American and anti-Israel protests that are occurring on campuses of institutions of higher education nationwide.",SRES,2024-05-10,2024-05-10T13:11:48Z,https://api.congress.gov/v3/bill/118/sres/680?format=json
118,2024-05-09,,"Read twice and referred to the Committee on Commerce, Science, and Transportation.",4300,Senate,S,"A bill to require the Secretary of Labor to maintain a publicly available list of all employers that relocate a call center or contract call center work overseas, to make such companies ineligible for Federal grants or guaranteed loans, and to require disclosure of the physical location of business agents engaging in customer service communications, and for other purposes.",S,2024-05-10,2024-05-10T10:56:35Z,https://api.congress.gov/v3/bill/118/s/4300?format=json
118,2024-05-09,,Placed on Senate Legislative Calendar under General Orders. Calendar No. 382.,1835,Senate,S,National Cybersecurity Awareness Act,S,2024-05-10,2024-05-10T16:37:39Z,https://api.congress.gov/v3/bill/118/s/1835?format=json
118,2024-05-09,,"Read twice and referred to the Committee on Commerce, Science, and Transportation.",4299,Senate,S,"A bill to require the Secretary of Transportation to issue a rule relating to the collection of crashworthiness information under the New Car Assessment Program of the National Highway Traffic Safety Administration, and for other purposes.",S,2024-05-10,2024-05-10T10:56:35Z,https://api.congress.gov/v3/bill/118/s/4299?format=json
118,2024-05-09,,Placed on Senate Legislative Calendar under General Orders. Calendar No. 381.,1560,Senate,S,Rural Hospital Cybersecurity Enhancement Act,S,2024-05-10,2024-05-10T16:36:35Z,https://api.congress.gov/v3/bill/118/s/1560?format=json
118,2024-05-09,,"Read twice and referred to the Committee on Commerce, Science, and Transportation.",4298,Senate,S,"A bill to provide that certain water beads products shall be considered banned hazardous products under section 8 of the Consumer Product Safety Act, and for other purposes.",S,2024-05-10,2024-05-10T10:56:35Z,https://api.congress.gov/v3/bill/118/s/4298?format=json
118,2024-05-09,,"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",4297,Senate,S,A bill to repeal the Corporate Transparency Act.,S,2024-05-10,2024-05-10T10:56:36Z,https://api.congress.gov/v3/bill/118/s/4297?format=json
118,2024-05-09,,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",4296,Senate,S,"A bill to amend the Public Health Service Act to provide more opportunities for mothers to succeed, and for other purposes.",S,2024-05-10,2024-05-10T10:56:36Z,https://api.congress.gov/v3/bill/118/s/4296?format=json
118,2024-05-09,,"Committee on Banking, Housing, and Urban Affairs. Hearings held.",3264,Senate,S,PRICE Act,S,2024-05-10,2024-05-10T10:56:39Z,https://api.congress.gov/v3/bill/118/s/3264?format=json
118,2024-05-09,,"Received in the Senate and Read twice and referred to the Committee on Commerce, Science, and Transportation.",4143,House,H,National Construction Safety Team Enhancement Act of 2023,HR,2024-05-10,2024-05-10T13:23:15Z,https://api.congress.gov/v3/bill/118/hr/4143?format=json
118,2024-05-09,,Received in the Senate and Read twice and referred to the Committee on Energy and Natural Resources.,2925,House,H,Mining Regulatory Clarity Act of 2024,HR,2024-05-10,2024-05-10T13:23:15Z,https://api.congress.gov/v3/bill/118/hr/2925?format=json
118,2024-05-09,,Message on House action received in Senate and at desk: House amendments to Senate bill.,870,Senate,S,An Act to amend the Federal Fire Prevention and Control Act of 1974 to authorize appropriations for the United States Fire Administration and firefighter assistance grant programs.,S,2024-05-10,2024-05-10T21:47:43Z,https://api.congress.gov/v3/bill/118/s/870?format=json
118,2024-05-09,,Received in the Senate.,109,House,H,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Securities and Exchange Commission relating to ""Staff Accounting Bulletin No. 121"".",HJRES,2024-05-11,2024-05-11T16:27:14Z,https://api.congress.gov/v3/bill/118/hjres/109?format=json
118,2024-05-09,,Received in the Senate.,8063,House,H,"To authorize the Secretary of the Army to posthumously award the Distinguished Service Cross to William D. Owens for his valorous actions from June 6, 1944, to June 8, 1944, during World War II at La Fiere Bridge in Normandy, France, while serving with the 505th Parachute Infantry.",HR,2024-05-11,2024-05-11T04:05:16Z,https://api.congress.gov/v3/bill/118/hr/8063?format=json
118,2024-05-09,,Read twice and referred to the Committee on Finance.,4295,Senate,S,A bill to establish that institutions of higher education shall be ineligible for funds under the Higher Education Act of 1965 due to campus disorder.,S,2024-05-10,2024-05-10T10:56:27Z,https://api.congress.gov/v3/bill/118/s/4295?format=json
118,2024-05-09,,Committee on the Judiciary. Ordered to be reported without amendment favorably.,1979,Senate,S,Protecting Older Americans Act of 2023,S,2024-05-10,2024-05-10T10:56:40Z,https://api.congress.gov/v3/bill/118/s/1979?format=json
118,2024-05-08,,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,4294,Senate,S,"A bill to direct the Secretary of Homeland Security to negotiate with the Government of Canada regarding an agreement for integrated cross border aerial law enforcement operations, and for other purposes.",S,2024-05-09,2024-05-09T10:56:27Z,https://api.congress.gov/v3/bill/118/s/4294?format=json
118,2024-05-08,,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent. (consideration: CR S3626; text: S3599-3600)",679,Senate,S,A resolution expressing support for the goals and ideals of National Child Abuse Prevention Month.,SRES,2024-05-10,2024-05-10T10:56:19Z,https://api.congress.gov/v3/bill/118/sres/679?format=json
118,2024-05-08,,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent. (consideration: CR S3626; text: CR S3599)",678,Senate,S,"A resolution designating May 3, 2024, as ""United States Foreign Service Day"" in recognition of the men and women who have served, or are presently serving, in the Foreign Service of the United States, and honoring the members of the Foreign Service who have given their lives in the line of duty.",SRES,2024-05-10,2024-05-10T10:56:19Z,https://api.congress.gov/v3/bill/118/sres/678?format=json
118,2024-05-08,,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent. (consideration: CR 3626; text: CR S3599)",677,Senate,S,"A resolution recognizing the roles and contributions of the teachers of the United States in building and enhancing the civic, cultural, and economic well-being of the United States.",SRES,2024-05-10,2024-05-10T12:25:55Z,https://api.congress.gov/v3/bill/118/sres/677?format=json
118,2024-05-08,,"Placed on the Union Calendar, Calendar No. 411.",7659,House,H,Coast Guard Authorization Act of 2024,HR,2024-05-11,2024-05-11T04:05:15Z,https://api.congress.gov/v3/bill/118/hr/7659?format=json
118,2024-05-08,,"Placed on the Union Calendar, Calendar No. 410.",7581,House,H,Improving Law Enforcement Officer Safety and Wellness Through Data Act,HR,2024-05-10,2024-05-10T12:33:24Z,https://api.congress.gov/v3/bill/118/hr/7581?format=json
118,2024-05-08,,Read twice and referred to the Committee on Environment and Public Works. (text: CR S3599),4293,Senate,S,"A bill to designate the United States courthouse annex located at 310 South Main Street in London, Kentucky, as the ""Eugene E. Siler, Jr. United States Courthouse Annex"".",S,2024-05-09,2024-05-09T16:22:30Z,https://api.congress.gov/v3/bill/118/s/4293?format=json
118,2024-05-08,17:48:41,Motion to reconsider laid on the table Agreed to without objection.,1209,House,H,Declaring the office of Speaker of the House of Representatives to be vacant.,HRES,2024-05-11,2024-05-11T04:05:15Z,https://api.congress.gov/v3/bill/118/hres/1209?format=json
118,2024-05-08,,Read twice and referred to the Committee on Rules and Administration.,4292,Senate,S,"A bill to amend the National Voter Registration Act of 1993 to require proof of United States citizenship to register an individual to vote in elections for Federal office, and for other purposes.",S,2024-05-10,2024-05-10T10:56:36Z,https://api.congress.gov/v3/bill/118/s/4292?format=json
118,2024-05-08,,Read twice and referred to the Committee on the Judiciary.,4290,Senate,S,A bill to permit voluntary economic activity.,S,2024-05-09,2024-05-09T10:56:29Z,https://api.congress.gov/v3/bill/118/s/4290?format=json
118,2024-05-08,,"Read twice and referred to the Committee on Commerce, Science, and Transportation.",4291,Senate,S,"A bill to repeal the limitations on multiple ownership of radio and television stations imposed by the Federal Communications Commission, to prohibit the Federal Communications Commission from limiting common ownership of daily newspapers and full-power broadcast stations, and for other purposes.",S,2024-05-09,2024-05-09T10:56:30Z,https://api.congress.gov/v3/bill/118/s/4291?format=json
118,2024-05-08,,Read twice and referred to the Committee on Environment and Public Works.,4288,Senate,S,"A bill to amend the Atomic Energy Act of 1954 to provide for more efficient hearings on nuclear facility construction applications, and for other purposes.",S,2024-05-09,2024-05-09T10:56:30Z,https://api.congress.gov/v3/bill/118/s/4288?format=json
118,2024-05-08,,Read twice and referred to the Committee on Finance.,4287,Senate,S,"A bill to establish a program of workforce development as an alternative to college for all, and for other purposes.",S,2024-05-09,2024-05-09T10:56:30Z,https://api.congress.gov/v3/bill/118/s/4287?format=json
118,2024-05-08,,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",4289,Senate,S,"A bill to cancel existing medical debt, and for other purposes.",S,2024-05-09,2024-05-09T10:56:30Z,https://api.congress.gov/v3/bill/118/s/4289?format=json
118,2024-05-08,,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",4286,Senate,S,"A bill to provide emergency assistance to States, territories, Tribal nations, and local areas affected by substance use disorder, including the use of opioids and stimulants, and to make financial assistance available to States, territories, Tribal nations, local areas, public or private nonprofit entities, and certain health providers, to provide for the development, organization, coordination, and operation of more effective and cost efficient systems for the delivery of essential services to individuals with substance use disorder and their families.",S,2024-05-09,2024-05-09T10:56:31Z,https://api.congress.gov/v3/bill/118/s/4286?format=json
118,2024-05-08,,Read twice and referred to the Committee on Foreign Relations.,4285,Senate,S,A bill to amend the National Defense Authorization Act for Fiscal Year 2016 to improve cooperation between the United States and Israel on anti-tunnel defense capabilities.,S,2024-05-09,2024-05-09T10:56:31Z,https://api.congress.gov/v3/bill/118/s/4285?format=json
118,2024-05-08,,Read twice and referred to the Committee on Veterans' Affairs.,4284,Senate,S,"A bill to amend title 38, United States Code, to increase the amount of monthly housing stipend received by parents pursuing a program of education through distance learning using Post-9/11 Educational Assistance, and for other purposes.",S,2024-05-09,2024-05-09T10:56:31Z,https://api.congress.gov/v3/bill/118/s/4284?format=json
118,2024-05-08,,Received in the Senate and Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,7423,House,H,"To designate the facility of the United States Postal Service located at 103 Benedette Street in Rayville, Louisiana, as the ""Luke Letlow Post Office Building"".",HR,2024-05-09,2024-05-09T12:09:07Z,https://api.congress.gov/v3/bill/118/hr/7423?format=json
118,2024-05-08,,Received in the Senate and Read twice and referred to the Committee on Energy and Natural Resources.,6192,House,H,Hands Off Our Home Appliances Act,HR,2024-05-10,2024-05-10T16:00:29Z,https://api.congress.gov/v3/bill/118/hr/6192?format=json
118,2024-05-08,,Received in the Senate and Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,3354,House,H,"To designate the facility of the United States Postal Service located at 220 North Hatcher Avenue in Purcellville, Virginia, as the ""Secretary of State Madeleine Albright Post Office Building"".",HR,2024-05-09,2024-05-09T12:09:06Z,https://api.congress.gov/v3/bill/118/hr/3354?format=json
118,2024-05-08,,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",4283,Senate,S,"A bill to establish grants to provide education on guardianship alternatives for older adults and people with disabilities to health care workers, educators, family members, and court workers and court-related personnel.",S,2024-05-09,2024-05-09T10:56:31Z,https://api.congress.gov/v3/bill/118/s/4283?format=json
118,2024-05-08,,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",4282,Senate,S,A bill to prohibit the Secretary of Agriculture from implementing any rule or regulation requiring the mandatory use of electronic identification eartags on cattle and bison.,S,2024-05-09,2024-05-09T10:56:32Z,https://api.congress.gov/v3/bill/118/s/4282?format=json
118,2024-05-08,,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",4281,Senate,S,A bill to establish a student loan forgiveness plan for certain borrowers who are employed at a qualified farm or ranch.,S,2024-05-09,2024-05-09T10:56:32Z,https://api.congress.gov/v3/bill/118/s/4281?format=json
118,2024-05-08,,Ordered to be Reported in the Nature of a Substitute (Amended) by the Yeas and Nays: 24 - 16.,8246,House,H,Second Chances for Rural Hospitals Act,HR,2024-05-10,2024-05-10T04:05:15Z,https://api.congress.gov/v3/bill/118/hr/8246?format=json
118,2024-05-08,,Ordered to be Reported in the Nature of a Substitute (Amended) by the Yeas and Nays: 24 - 16.,8235,House,H,Rural Physician Workforce Preservation Act,HR,2024-05-10,2024-05-10T04:05:19Z,https://api.congress.gov/v3/bill/118/hr/8235?format=json
118,2024-05-08,,Ordered to be Reported in the Nature of a Substitute (Amended) by the Yeas and Nays: 25 - 18.,8244,House,H,Ensuring Seniorsâ€™ Access to Quality Care Act,HR,2024-05-10,2024-05-10T04:05:32Z,https://api.congress.gov/v3/bill/118/hr/8244?format=json
118,2024-05-08,,Ordered to be Reported in the Nature of a Substitute (Amended) by the Yeas and Nays: 24 - 18.,8245,House,H,Rural Hospital Stabilization Act,HR,2024-05-10,2024-05-10T04:05:14Z,https://api.congress.gov/v3/bill/118/hr/8245?format=json
118,2024-05-08,,Ordered to be Reported in the Nature of a Substitute (Amended) by the Yeas and Nays: 24 - 18.,7931,House,H,PEAKS Act,HR,2024-05-10,2024-05-10T04:05:21Z,https://api.congress.gov/v3/bill/118/hr/7931?format=json
118,2024-05-08,,Ordered to be Reported in the Nature of a Substitute (Amended) by the Yeas and Nays: 41 - 0.,8261,House,H,"Preserving Telehealth, Hospital, and Ambulance Access Act",HR,2024-05-10,2024-05-10T04:05:16Z,https://api.congress.gov/v3/bill/118/hr/8261?format=json
118,2024-05-08,,Read twice and referred to the Committee on Finance.,4280,Senate,S,"A bill to amend titles XVIII and XIX of the Social Security Act to require skilled nursing facilities, nursing facilities, intermediate care facilities for the intellectually disabled, and inpatient rehabilitation facilities to permit essential caregivers access during any period in which regular visitation is restricted.",S,2024-05-09,2024-05-09T10:56:32Z,https://api.congress.gov/v3/bill/118/s/4280?format=json
118,2024-05-08,,Ordered to be Reported (Amended) by the Yeas and Nays: 15 - 9.,354,House,H,LEOSA Reform Act,HR,2024-05-10,2024-05-10T04:05:18Z,https://api.congress.gov/v3/bill/118/hr/354?format=json
118,2024-05-08,,Read twice and referred to the Committee on Foreign Relations.,4279,Senate,S,"A bill to require the Department of State and the Department of Defense to engage with the Government of Japan regarding areas of cooperation within the Pillar Two framework of the AUKUS partnership, and for other purposes.",S,2024-05-09,2024-05-09T10:56:32Z,https://api.congress.gov/v3/bill/118/s/4279?format=json
118,2024-05-08,,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",4278,Senate,S,"A bill to require the Secretary of Health and Human Services to issue regulations to ensure due process rights for physicians before any termination, restriction, or reduction of the professional activity of such physicians or staff privileges of such physicians.",S,2024-05-09,2024-05-09T10:56:26Z,https://api.congress.gov/v3/bill/118/s/4278?format=json
118,2024-05-08,,Referred to the House Committee on Foreign Affairs.,8315,House,H,"To amend the Export Control Reform Act of 2018 to prevent foreign adversaries from exploiting United States artificial intelligence and other enabling technologies, and for other purposes.",HR,2024-05-10,2024-05-10T04:05:26Z,https://api.congress.gov/v3/bill/118/hr/8315?format=json
118,2024-05-08,,Referred to the House Committee on Energy and Commerce.,8330,House,H,"To amend the Public Health Service Act to increase access to accelerated nursing degree programs, and for other purposes.",HR,2024-05-10,2024-05-10T04:05:18Z,https://api.congress.gov/v3/bill/118/hr/8330?format=json
118,2024-05-08,,Referred to the House Committee on Armed Services.,8295,House,H,"To require the President to deliver ammunition to Israel, and for other purposes.",HR,2024-05-10,2024-05-10T04:05:20Z,https://api.congress.gov/v3/bill/118/hr/8295?format=json
118,2024-05-08,,Referred to the House Committee on Ways and Means.,8294,House,H,To amend title XVIII of the Social Security Act to provide for a waiver of certain criteria with respect to the designation of a critical access hospital.,HR,2024-05-10,2024-05-10T04:05:39Z,https://api.congress.gov/v3/bill/118/hr/8294?format=json
118,2024-05-08,,Referred to the House Committee on Education and the Workforce.,1212,House,H,Ending campus encampments.,HRES,2024-05-10,2024-05-10T13:23:16Z,https://api.congress.gov/v3/bill/118/hres/1212?format=json
118,2024-05-08,,Referred to the House Committee on Ways and Means.,8320,House,H,"To allow taxpayers to indicate whether the Federal income taxes they pay should be used for domestic or international purposes, to rescind certain balances made available to the Internal Revenue Service, and for other purposes.",HR,2024-05-10,2024-05-10T04:05:31Z,https://api.congress.gov/v3/bill/118/hr/8320?format=json
118,2024-05-08,,Referred to the House Committee on Ways and Means.,8314,House,H,To amend the Internal Revenue Code of 1986 to impose penalties with respect to contributions to political committees from certain tax exempt organizations that receive contributions from foreign nationals.,HR,2024-05-10,2024-05-10T04:05:19Z,https://api.congress.gov/v3/bill/118/hr/8314?format=json
118,2024-05-08,,"Referred to the Committee on Ways and Means, and in addition to the Committee on Education and the Workforce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",8318,House,H,"To amend the Internal Revenue Code of 1986 to treat Indian Tribal Governments in the same manner as State governments for certain Federal tax purposes, and for other purposes.",HR,2024-05-10,2024-05-10T04:05:31Z,https://api.congress.gov/v3/bill/118/hr/8318?format=json
118,2024-05-08,,"Referred to the Committee on Foreign Affairs, and in addition to the Committee on the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",8310,House,H,"To require strategies on United States policy towards the Democratic Republic of the Congo, and for other purposes.",HR,2024-05-10,2024-05-10T04:05:19Z,https://api.congress.gov/v3/bill/118/hr/8310?format=json
118,2024-05-08,,Referred to the House Committee on the Judiciary.,1213,House,H,A resolution regarding violence against law enforcement officers.,HRES,2024-05-10,2024-05-10T13:23:16Z,https://api.congress.gov/v3/bill/118/hres/1213?format=json
118,2024-05-08,,"Referred to the Committee on Foreign Affairs, and in addition to the Committees on Financial Services, and the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",8329,House,H,To reauthorize and modify the Belarus Democracy Act of 2004.,HR,2024-05-10,2024-05-10T04:05:29Z,https://api.congress.gov/v3/bill/118/hr/8329?format=json
118,2024-05-08,,Referred to the House Committee on Education and the Workforce.,8319,House,H,"To create a grant program to support the development of innovative learning models, and for other purposes.",HR,2024-05-10,2024-05-10T04:05:34Z,https://api.congress.gov/v3/bill/118/hr/8319?format=json
118,2024-05-08,,Referred to the House Committee on Energy and Commerce.,8327,House,H,To amend title XI of the Social Security Act to provide for the redistribution of unused territorial cap amounts under the Medicaid program.,HR,2024-05-10,2024-05-10T04:05:41Z,https://api.congress.gov/v3/bill/118/hr/8327?format=json
118,2024-05-08,,Referred to the House Committee on Foreign Affairs.,8309,House,H,To amend the Foreign Assistance Act of 1961 to provide for the inclusion of additional information relating to internet freedom in Annual Country Reports on Human Rights Practices.,HR,2024-05-10,2024-05-10T04:05:28Z,https://api.congress.gov/v3/bill/118/hr/8309?format=json
118,2024-05-08,,"Referred to the Committee on the Judiciary, and in addition to the Committee on Homeland Security, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",1210,House,H,Condemning the Biden border crisis and the tremendous burdens law enforcement officers face as a result.,HRES,2024-05-12,2024-05-12T04:05:24Z,https://api.congress.gov/v3/bill/118/hres/1210?format=json
118,2024-05-08,,Referred to the House Committee on Transportation and Infrastructure.,8324,House,H,"To designate the United States courthouse annex located at 310 South Main Street in London, Kentucky, as the ""Eugene E. Siler, Jr. United States Courthouse Annex"".",HR,2024-05-10,2024-05-10T04:05:15Z,https://api.congress.gov/v3/bill/118/hr/8324?format=json
118,2024-05-08,,"Referred to the Committee on Education and the Workforce, and in addition to the Committee on the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",8332,House,H,"To prohibit student loan forgiveness for certain students, and for other purposes.",HR,2024-05-10,2024-05-10T04:05:29Z,https://api.congress.gov/v3/bill/118/hr/8332?format=json
118,2024-05-08,,Referred to the House Committee on Education and the Workforce.,1214,House,H,"Honoring the resiliency of America's teachers during Teacher Appreciation Week of May 6, 2024, through May 13, 2024.",HRES,2024-05-10,2024-05-10T13:23:16Z,https://api.congress.gov/v3/bill/118/hres/1214?format=json
118,2024-05-08,,"Referred to the Committee on Ways and Means, and in addition to the Committee on Oversight and Accountability, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",8293,House,H,American Donor Privacy and Foreign Funding Transparency Act,HR,2024-05-10,2024-05-10T04:05:27Z,https://api.congress.gov/v3/bill/118/hr/8293?format=json
118,2024-05-08,,"Referred to the Committee on Financial Services, and in addition to the Committee on Rules, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",8302,House,H,"To establish a commission to review the programs of the Department of Housing and Urban Development and make recommendations for legislative reforms, and for other purposes.",HR,2024-05-10,2024-05-10T04:05:24Z,https://api.congress.gov/v3/bill/118/hr/8302?format=json
118,2024-05-08,,Referred to the House Committee on Ways and Means.,8292,House,H,To amend the Internal Revenue Code of 1986 to increase penalties for unauthorized disclosure of taxpayer information.,HR,2024-05-11,2024-05-11T04:05:15Z,https://api.congress.gov/v3/bill/118/hr/8292?format=json
118,2024-05-08,,Referred to the House Committee on Ways and Means.,8290,House,H,Foreign Grant Reporting Act,HR,2024-05-11,2024-05-11T04:05:15Z,https://api.congress.gov/v3/bill/118/hr/8290?format=json
118,2024-05-08,,"Referred to the Committee on Energy and Commerce, and in addition to the Committee on Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",8331,House,H,"To amend titles XVIII and XIX of the Social Security Act to require skilled nursing facilities, nursing facilities, intermediate care facilities for the intellectually disabled, and inpatient rehabilitation facilities to permit essential caregivers access during any period in which regular visitation is restricted.",HR,2024-05-12,2024-05-12T04:05:15Z,https://api.congress.gov/v3/bill/118/hr/8331?format=json
118,2024-05-08,,"Referred to the Committee on Agriculture, and in addition to the Committee on Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",8326,House,H,To amend the Agricultural Adjustment Act with respect to the treatment of dates for processing under certain marketing orders.,HR,2024-05-10,2024-05-10T04:05:41Z,https://api.congress.gov/v3/bill/118/hr/8326?format=json
118,2024-05-08,,Referred to the House Committee on Ways and Means.,8291,House,H,End Zuckerbucks Act,HR,2024-05-11,2024-05-11T04:05:15Z,https://api.congress.gov/v3/bill/118/hr/8291?format=json
118,2024-05-08,,"Referred to the Committee on Ways and Means, and in addition to the Committee on the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",8306,House,H,To provide that silencers be treated the same as firearms accessories.,HR,2024-05-10,2024-05-10T04:05:30Z,https://api.congress.gov/v3/bill/118/hr/8306?format=json
118,2024-05-08,,Referred to the House Committee on Energy and Commerce.,8317,House,H,"To amend title XIX of the Social Security Act to provide coverage under the Medicaid program for services provided by doulas and midwives, and for other purposes.",HR,2024-05-10,2024-05-10T04:05:35Z,https://api.congress.gov/v3/bill/118/hr/8317?format=json
118,2024-05-08,,"Referred to the Committee on Energy and Commerce, and in addition to the Committees on Natural Resources, the Judiciary, and Oversight and Accountability, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",8323,House,H,"To provide emergency assistance to States, territories, Tribal nations, and local areas affected by substance use disorder, including the use of opioids and stimulants, and to make financial assistance available to States, territories, Tribal nations, local areas, public or private nonprofit entities, and certain health providers, to provide for the development, organization, coordination, and operation of more effective and cost efficient systems for the delivery of essential services to individuals with substance use disorder and their families.",HR,2024-05-10,2024-05-10T04:05:37Z,https://api.congress.gov/v3/bill/118/hr/8323?format=json
118,2024-05-08,,"Referred to the Committee on Education and the Workforce, and in addition to the Committee on the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",8298,House,H,To amend section 1977A of the Revised Statutes of 1977 to equalize the remedies available under that section and to amend the Age Discrimination in Employment Act of 1967 to provide any legal or equitable relief available under title VII of the Civil Rights Act of 1964.,HR,2024-05-12,2024-05-12T04:05:32Z,https://api.congress.gov/v3/bill/118/hr/8298?format=json
