congress,latestAction_actionDate,latestAction_actionTime,latestAction_text,number,originChamber,originChamberCode,title,type,updateDate,updateDateIncludingText,url
118,2024-05-08,,Referred to the House Committee on the Judiciary.,8296,House,H,"To amend chapter 8 of title 5, United States Code, to require Federal agencies to submit to the Comptroller General of the United States a report on rules that are revoked, suspended, replaced, amended, or otherwise made ineffective.",HR,2024-05-10,2024-05-10T04:05:27Z,https://api.congress.gov/v3/bill/118/hr/8296?format=json
118,2024-05-08,,Referred to the House Committee on Financial Services.,8297,House,H,"To amend the HOME Investment Partnerships Act to establish a Project Turnkey Program to leverage vacant hotels and motels for housing and enhance shelter capacity nationally, and for other purposes.",HR,2024-05-10,2024-05-10T04:05:18Z,https://api.congress.gov/v3/bill/118/hr/8297?format=json
118,2024-05-08,,"Referred to the Committee on the Judiciary, and in addition to the Committee on Education and the Workforce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",1215,House,H,Calling on elected officials and civil society leaders to join in efforts to educate the public on the contributions of the Jewish American community.,HRES,2024-05-10,2024-05-10T13:23:17Z,https://api.congress.gov/v3/bill/118/hres/1215?format=json
118,2024-05-08,,Referred to the House Committee on Education and the Workforce.,8304,House,H,To provide for a limitation on liability for certain institutions regarding limitations on compensation to student athletes.,HR,2024-05-10,2024-05-10T04:05:33Z,https://api.congress.gov/v3/bill/118/hr/8304?format=json
118,2024-05-08,,Referred to the House Committee on Natural Resources.,8308,House,H,To reauthorize the Nutria Eradication and Control Act of 2003.,HR,2024-05-10,2024-05-10T04:05:20Z,https://api.congress.gov/v3/bill/118/hr/8308?format=json
118,2024-05-08,,Referred to the House Committee on Natural Resources.,8307,House,H,"To provide that the memorial to commemorate the sacrifice and service of the women who worked on the home front to support the efforts of the United States military during World War II may be located on the National Mall, and for other purposes.",HR,2024-05-12,2024-05-12T04:05:29Z,https://api.congress.gov/v3/bill/118/hr/8307?format=json
118,2024-05-08,,"Referred to the Committee on the Judiciary, and in addition to the Committee on Education and the Workforce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",8328,House,H,"To establish grants to provide education on guardianship alternatives for older adults and people with disabilities to health care workers, educators, family members, and court workers and court-related personnel.",HR,2024-05-10,2024-05-10T04:05:32Z,https://api.congress.gov/v3/bill/118/hr/8328?format=json
118,2024-05-08,,Referred to the House Committee on Oversight and Accountability.,8303,House,H,"To require the United States Postal Service to notify postal customers and relevant officials when operations are temporarily suspended at a post office, and for other purposes.",HR,2024-05-10,2024-05-10T04:05:27Z,https://api.congress.gov/v3/bill/118/hr/8303?format=json
118,2024-05-08,,Referred to the House Committee on Agriculture.,8300,House,H,"To amend the Food and Nutrition Act of 2008 to establish online and delivery standards, and for other purposes.",HR,2024-05-10,2024-05-10T04:05:28Z,https://api.congress.gov/v3/bill/118/hr/8300?format=json
118,2024-05-08,,Referred to the House Committee on the Judiciary.,8322,House,H,"To revoke visas of certain aliens for rioting or unlawful protests, and for other purposes.",HR,2024-05-12,2024-05-12T04:05:32Z,https://api.congress.gov/v3/bill/118/hr/8322?format=json
118,2024-05-08,,Referred to the House Committee on Foreign Affairs.,8321,House,H,"To require person convicted of unlawful activity on the campus of an institution of higher education beginning on and after October 7, 2023, to provide community service in Gaza.",HR,2024-05-10,2024-05-10T04:05:31Z,https://api.congress.gov/v3/bill/118/hr/8321?format=json
118,2024-05-08,,"Referred to the Committee on Natural Resources, and in addition to the Committee on Financial Services, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",8313,House,H,"To prioritize Federal permitting for certain national defense activities related to the authorities under the Defense Production Act of 1950 and projects related to such activities, and for other purposes.",HR,2024-05-10,2024-05-10T04:05:39Z,https://api.congress.gov/v3/bill/118/hr/8313?format=json
118,2024-05-08,,"Referred to the Committee on Education and the Workforce, and in addition to the Committee on Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",8316,House,H,"To establish a program of workforce development as an alternative to college for all, and for other purposes.",HR,2024-05-10,2024-05-10T04:05:41Z,https://api.congress.gov/v3/bill/118/hr/8316?format=json
118,2024-05-08,,"Referred to the Committee on Energy and Commerce, and in addition to the Committees on Education and the Workforce, Oversight and Accountability, and Armed Services, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",8301,House,H,"To require the Secretary of Labor to maintain a publicly available list of all employers that relocate a call center or contract call center work overseas, to make such companies ineligible for Federal grants or guaranteed loans, and to require disclosure of the physical location of business agents engaging in customer service communications, and for other purposes.",HR,2024-05-10,2024-05-10T04:05:16Z,https://api.congress.gov/v3/bill/118/hr/8301?format=json
118,2024-05-08,,Referred to the House Committee on Financial Services.,8288,House,H,"To require the Board of Governors of the Federal Reserve System to carry out a review of discount window operations, and for other purposes.",HR,2024-05-10,2024-05-10T04:05:28Z,https://api.congress.gov/v3/bill/118/hr/8288?format=json
118,2024-05-08,,Referred to the House Committee on Financial Services.,8287,House,H,"To require the Board of Governors of the Federal Reserve System to issue a rule relating to stress capital buffer requirements, and for other purposes.",HR,2024-05-10,2024-05-10T04:05:28Z,https://api.congress.gov/v3/bill/118/hr/8287?format=json
118,2024-05-08,,Referred to the House Committee on Veterans' Affairs.,8312,House,H,"To direct the Secretary of Veterans Affairs to establish a pilot program to permit certain members of the Armed Forces to pre-enroll in the system of annual patient enrollment established and operated under section 1705 of title 38, United States Code.",HR,2024-05-12,2024-05-12T04:05:30Z,https://api.congress.gov/v3/bill/118/hr/8312?format=json
118,2024-05-08,,Referred to the House Committee on Energy and Commerce.,8325,House,H,"To require the Secretary of Health and Human Services to issue regulations to ensure due process rights for physicians before any termination, restriction, or reduction of the professional activity of such physicians or staff privileges of such physicians.",HR,2024-05-10,2024-05-10T04:05:25Z,https://api.congress.gov/v3/bill/118/hr/8325?format=json
118,2024-05-08,,Referred to the House Committee on Agriculture.,8305,House,H,"To establish a payment program for unexpected loss of markets and revenues to timber harvesting and timber hauling businesses due to major disasters, and for other purposes.",HR,2024-05-10,2024-05-10T04:05:23Z,https://api.congress.gov/v3/bill/118/hr/8305?format=json
118,2024-05-08,,"Referred to the Committee on Energy and Commerce, and in addition to the Committee on Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",138,House,H,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Centers for Medicare & Medicaid Services relating to ""Clarifying the Eligibility of Deferred Action for Childhood Arrivals (DACA) Recipients and Certain Other Noncitizens for a Qualified Health Plan through an Exchange, Advance Payments of the Premium Tax Credit, Cost-Sharing Reductions, and a Basic Health Program"".",HJRES,2024-05-10,2024-05-10T13:23:17Z,https://api.congress.gov/v3/bill/118/hjres/138?format=json
118,2024-05-08,,"Referred to the Committee on Energy and Commerce, and in addition to the Committee on Financial Services, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",8311,House,H,"To cancel existing medical debt, and for other purposes.",HR,2024-05-10,2024-05-10T04:05:38Z,https://api.congress.gov/v3/bill/118/hr/8311?format=json
118,2024-05-08,,Referred to the House Committee on Energy and Commerce.,8299,House,H,"To require the Secretary of Health and Human Services, in consultation with the Secretary of Commerce, the Council for Technology and Innovation of the Centers for Medicare & Medicaid Services, and the Commissioner of Food and Drugs, to carry out a program to facilitate and coordinate efforts between the United States and Israel to expand and enhance collaboration on the development and delivery of health care products and services.",HR,2024-05-10,2024-05-10T04:05:30Z,https://api.congress.gov/v3/bill/118/hr/8299?format=json
118,2024-05-08,,Referred to the House Committee on Education and the Workforce.,1211,House,H,"Condemning the violent, anti-American and anti-Israel protests that are occurring on campuses of institutions of higher education nationwide.",HRES,2024-05-12,2024-05-12T04:05:16Z,https://api.congress.gov/v3/bill/118/hres/1211?format=json
118,2024-05-08,,Sponsor introductory remarks on measure. (CR H2945),8253,House,H,"To establish a green transportation infrastructure grant program, and for other purposes.",HR,2024-05-12,2024-05-12T04:05:29Z,https://api.congress.gov/v3/bill/118/hr/8253?format=json
118,2024-05-07,,Became Public Law No: 118-53.,996,House,H,"To designate the facility of the United States Postal Service located at 3901 MacArthur Blvd., in New Orleans, Louisiana, as the ""Dr. Rudy Lombard Post Office"".",HR,2024-05-09,2024-05-09T15:45:08Z,https://api.congress.gov/v3/bill/118/hr/996?format=json
118,2024-05-07,,Became Public Law No: 118-59.,474,Senate,S,REPORT Act,S,2024-05-08,2024-05-08T14:05:22Z,https://api.congress.gov/v3/bill/118/s/474?format=json
118,2024-05-07,,Became Public Law No: 118-58.,3947,House,H,"To designate the facility of the United States Postal Service located at 859 North State Road 21 in Melrose, Florida, as the ""Pamela Jane Rock Post Office Building"".",HR,2024-05-08,2024-05-08T13:12:29Z,https://api.congress.gov/v3/bill/118/hr/3947?format=json
118,2024-05-07,,Became Public Law No: 118-57.,3944,House,H,"To designate the facility of the United States Postal Service located at 120 West Church Street in Mount Vernon, Georgia, as the ""Second Lieutenant Patrick Palmer Calhoun Post Office"".",HR,2024-05-08,2024-05-08T13:12:18Z,https://api.congress.gov/v3/bill/118/hr/3944?format=json
118,2024-05-07,,Became Public Law No: 118-56.,3865,House,H,"To designate the facility of the United States Postal Service located at 101 South 8th Street in Lebanon, Pennsylvania, as the ""Lieutenant William D. Lebo Post Office Building"".",HR,2024-05-08,2024-05-08T13:11:59Z,https://api.congress.gov/v3/bill/118/hr/3865?format=json
118,2024-05-07,,Became Public Law No: 118-52.,292,House,H,"To designate the facility of the United States Postal Service located at 24355 Creekside Road in Santa Clarita, California, as the ""William L. Reynolds Post Office Building"".",HR,2024-05-08,2024-05-08T13:10:58Z,https://api.congress.gov/v3/bill/118/hr/292?format=json
118,2024-05-07,,Became Public Law No: 118-55.,2754,House,H,"To designate the facility of the United States Postal Service located at 2395 East Del Mar Boulevard in Laredo, Texas, as the ""Lance Corporal David Lee Espinoza, Lance Corporal Juan Rodrigo Rodriguez & Sergeant Roberto Arizola Jr. Post Office Building"".",HR,2024-05-09,2024-05-09T15:50:52Z,https://api.congress.gov/v3/bill/118/hr/2754?format=json
118,2024-05-07,,Became Public Law No: 118-54.,2379,House,H,"To designate the facility of the United States Postal Service located at 616 East Main Street in St. Charles, Illinois, as the ""Veterans of the Vietnam War Memorial Post Office"".",HR,2024-05-08,2024-05-08T13:11:27Z,https://api.congress.gov/v3/bill/118/hr/2379?format=json
118,2024-05-07,,Placed on Senate Legislative Calendar under General Orders. Calendar No. 380.,18,Senate,S,"A concurrent resolution calling for the immediate release of Marc Fogel, a United States citizen and teacher, who was given an unjust and disproportionate criminal sentence by the Government of the Russian Federation in June 2022.",SCONRES,2024-05-10,2024-05-10T13:23:16Z,https://api.congress.gov/v3/bill/118/sconres/18?format=json
118,2024-05-07,,Placed on Senate Legislative Calendar under General Orders. Calendar No. 379.,505,Senate,S,A resolution condemning the use of sexual violence and rape as a weapon of war by the terrorist group Hamas against the people of Israel.,SRES,2024-05-10,2024-05-10T13:23:16Z,https://api.congress.gov/v3/bill/118/sres/505?format=json
118,2024-05-07,,Placed on Senate Legislative Calendar under General Orders. Calendar No. 378.,385,Senate,S,"A resolution calling for the immediate release of Evan Gershkovich, a United States citizen and journalist, who was wrongfully detained by the Government of the Russian Federation in March 2023.",SRES,2024-05-10,2024-05-10T12:25:59Z,https://api.congress.gov/v3/bill/118/sres/385?format=json
118,2024-05-07,,Placed on Senate Legislative Calendar under General Orders. Calendar No. 377.,357,Senate,S,A resolution recognizing the formation of the Alliance for Development in Democracy and urging the United States to pursue deeper ties with its member countries.,SRES,2024-05-08,2024-05-08T10:56:26Z,https://api.congress.gov/v3/bill/118/sres/357?format=json
118,2024-05-07,,Placed on Senate Legislative Calendar under General Orders. Calendar No. 376.,3874,Senate,S,Hamas and Palestinian Islamic Jihad International Terrorism Support Prevention Act of 2024,S,2024-05-10,2024-05-10T13:23:17Z,https://api.congress.gov/v3/bill/118/s/3874?format=json
118,2024-05-07,,"Read twice and referred to the Committee on Commerce, Science, and Transportation.",4277,Senate,S,"A bill to establish a green transportation infrastructure grant program, and for other purposes.",S,2024-05-08,2024-05-08T10:56:18Z,https://api.congress.gov/v3/bill/118/s/4277?format=json
118,2024-05-07,,Placed on Senate Legislative Calendar under General Orders. Calendar No. 375.,3854,Senate,S,International Freedom Protection Act,S,2024-05-10,2024-05-10T13:23:16Z,https://api.congress.gov/v3/bill/118/s/3854?format=json
118,2024-05-07,,Placed on Senate Legislative Calendar under General Orders. Calendar No. 374.,3235,Senate,S,End Iranian Terrorism Act of 2024,S,2024-05-10,2024-05-10T13:23:16Z,https://api.congress.gov/v3/bill/118/s/3235?format=json
118,2024-05-07,,Placed on Senate Legislative Calendar under General Orders. Calendar No. 373.,2626,Senate,S,MAHSA Act,S,2024-05-10,2024-05-10T13:23:17Z,https://api.congress.gov/v3/bill/118/s/2626?format=json
118,2024-05-07,,Read twice and referred to the Committee on the Judiciary.,4274,Senate,S,"A bill to require the Federal Bureau of Investigation to place on the No Fly List individuals who have supported foreign terrorist organizations, encouraged crimes of violence against Jewish persons, or been disciplined by an institution of higher education in relation to such conduct.",S,2024-05-08,2024-05-08T10:56:18Z,https://api.congress.gov/v3/bill/118/s/4274?format=json
118,2024-05-07,,Placed on Senate Legislative Calendar under General Orders. Calendar No. 372.,2336,Senate,S,MISSILES Act,S,2024-05-10,2024-05-10T16:37:52Z,https://api.congress.gov/v3/bill/118/s/2336?format=json
118,2024-05-07,,Placed on Senate Legislative Calendar under General Orders. Calendar No. 371.,1881,Senate,S,Restoring Sovereignty and Human Rights in Nicaragua Act of 2024,S,2024-05-10,2024-05-10T13:23:16Z,https://api.congress.gov/v3/bill/118/s/1881?format=json
118,2024-05-07,,Placed on Senate Legislative Calendar under General Orders. Calendar No. 370.,1829,Senate,S,Stop Harboring Iranian Petroleum Act of 2024,S,2024-05-11,2024-05-11T04:05:14Z,https://api.congress.gov/v3/bill/118/s/1829?format=json
118,2024-05-07,,Placed on Senate Legislative Calendar under General Orders. Calendar No. 369.,1651,Senate,S,Western Balkans Democracy and Prosperity Act,S,2024-05-10,2024-05-10T13:23:16Z,https://api.congress.gov/v3/bill/118/s/1651?format=json
118,2024-05-07,,Placed on Senate Legislative Calendar under General Orders. Calendar No. 368.,618,Senate,S,United States Foundation for International Conservation Act of 2024,S,2024-05-10,2024-05-10T13:23:16Z,https://api.congress.gov/v3/bill/118/s/618?format=json
118,2024-05-07,,Placed on Senate Legislative Calendar under General Orders. Calendar No. 367.,138,Senate,S,Promoting a Resolution to the Tibet-China Dispute Act,S,2024-05-11,2024-05-11T04:05:16Z,https://api.congress.gov/v3/bill/118/s/138?format=json
118,2024-05-07,,Message on House action received in Senate and at desk: House amendment to Senate bill.,2073,Senate,S,Eliminate Useless Reports Act of 2023,S,2024-05-08,2024-05-08T18:16:21Z,https://api.congress.gov/v3/bill/118/s/2073?format=json
118,2024-05-07,,"Placed on the Union Calendar, Calendar No. 409.",5403,House,H,CBDC Anti-Surveillance State Act,HR,2024-05-10,2024-05-10T00:41:16Z,https://api.congress.gov/v3/bill/118/hr/5403?format=json
118,2024-05-07,,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",4276,Senate,S,"A bill to amend the Public Health Service Act to reauthorize the Project ECHO Grant Program, to establish grants under such program to disseminate knowledge and build capacity to address Alzheimer's disease and other dementias, and for other purposes.",S,2024-05-08,2024-05-08T10:56:18Z,https://api.congress.gov/v3/bill/118/s/4276?format=json
118,2024-05-07,,Read twice and referred to the Committee on Finance. (text: CR S3505),4275,Senate,S,A bill to amend the Internal Revenue Code of 1986 to modify the rules relating to inverted corporations.,S,2024-05-09,2024-05-09T10:56:32Z,https://api.congress.gov/v3/bill/118/s/4275?format=json
118,2024-05-07,,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",4273,Senate,S,"A bill to amend the Older Americans Act of 1965 to enhance the longevity, dignity, empowerment, and respect of older individuals who are Native Americans, and for other purposes.",S,2024-05-08,2024-05-08T10:56:19Z,https://api.congress.gov/v3/bill/118/s/4273?format=json
118,2024-05-07,,Read twice and referred to the Committee on Rules and Administration.,4272,Senate,S,A bill to direct the Joint Committee of Congress on the Library to obtain a statue of Shirley Chisholm for placement in the United States Capitol.,S,2024-05-09,2024-05-09T10:56:32Z,https://api.congress.gov/v3/bill/118/s/4272?format=json
118,2024-05-07,,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",4270,Senate,S,A bill to amend the Higher Education Act of 1965 to improve the financial aid process for homeless and foster care youth.,S,2024-05-08,2024-05-08T10:56:20Z,https://api.congress.gov/v3/bill/118/s/4270?format=json
118,2024-05-07,,Read twice and referred to the Committee on Energy and Natural Resources.,4271,Senate,S,"A bill to provide for greater cooperation and coordination between the Federal Government and the governing bodies and community users of land grant-mercedes in New Mexico relating to historical or traditional uses of certain land grant-mercedes on Federal public land, and for other purposes.",S,2024-05-08,2024-05-08T10:56:20Z,https://api.congress.gov/v3/bill/118/s/4271?format=json
118,2024-05-07,,"Placed on the Union Calendar, Calendar No. 408.",4766,House,H,Clarity for Payment Stablecoins Act of 2023,HR,2024-05-09,2024-05-09T12:09:08Z,https://api.congress.gov/v3/bill/118/hr/4766?format=json
118,2024-05-07,,"Referred to the Committee on Health, Education, Labor, and Pensions. (text: CR S3506)",676,Senate,S,"A resolution supporting the goals and ideals of National Nurses Week, to be observed from May 6 through May 12, 2024.",SRES,2024-05-10,2024-05-10T13:26:23Z,https://api.congress.gov/v3/bill/118/sres/676?format=json
118,2024-05-07,,Received in the Senate and Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,272,House,H,ASTRO Act,HR,2024-05-10,2024-05-10T12:25:49Z,https://api.congress.gov/v3/bill/118/hr/272?format=json
118,2024-05-07,17:17:12,"ASSUMING FIRST SPONSORSHIP - Mr. Rose asked unanimous consent that he may hereafter be considered as the first sponsor of H.R. 4128, a bill originally introduced by Representative Payne, for the purpose of adding cosponsors and requesting reprintings pursuant to clause 7 of rule XII. Agreed to without objection.",4128,House,H,Payment Choice Act of 2023,HR,2024-05-10,2024-05-10T15:41:50Z,https://api.congress.gov/v3/bill/118/hr/4128?format=json
118,2024-05-07,17:09:37,The Chair directed the Clerk to notify the Senate of the action of the House.,98,House,H,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the National Labor Relations Board relating to ""Standard for Determining Joint Employer Status"".",HJRES,2024-05-09,2024-05-09T04:05:25Z,https://api.congress.gov/v3/bill/118/hjres/98?format=json
118,2024-05-07,,Received in the Senate and Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,7528,House,H,Comment Integrity and Management Act of 2024,HR,2024-05-10,2024-05-10T12:25:36Z,https://api.congress.gov/v3/bill/118/hr/7528?format=json
118,2024-05-07,,Received in the Senate and Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,7525,House,H,Special District Grant Accessibility Act,HR,2024-05-10,2024-05-10T12:25:45Z,https://api.congress.gov/v3/bill/118/hr/7525?format=json
118,2024-05-07,,Received in the Senate and Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,7524,House,H,GSA Technology Accountability Act,HR,2024-05-09,2024-05-09T17:20:45Z,https://api.congress.gov/v3/bill/118/hr/7524?format=json
118,2024-05-07,,Received in the Senate and Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,7219,House,H,Information Quality Assurance Act,HR,2024-05-09,2024-05-09T17:21:15Z,https://api.congress.gov/v3/bill/118/hr/7219?format=json
118,2024-05-07,,Received in the Senate and Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,6972,House,H,Securing Chain of Command Continuity Act,HR,2024-05-10,2024-05-10T12:25:53Z,https://api.congress.gov/v3/bill/118/hr/6972?format=json
118,2024-05-07,,"Read twice and referred to the Committee on Commerce, Science, and Transportation.",4269,Senate,S,"A bill to amend title 49, United States Code, to promote competition in aviation regulation, and for other purposes.",S,2024-05-08,2024-05-08T10:56:21Z,https://api.congress.gov/v3/bill/118/s/4269?format=json
118,2024-05-07,,Read twice and referred to the Committee on the Judiciary. (text: CR S3505-3506),77,Senate,S,A joint resolution proposing an amendment to the Constitution of the United States relative to the fundamental right to vote.,SJRES,2024-05-10,2024-05-10T13:23:16Z,https://api.congress.gov/v3/bill/118/sjres/77?format=json
118,2024-05-07,,Read twice and referred to the Committee on the Judiciary.,4268,Senate,S,A bill proposing a balanced budget amendment to the Constitution of the United States.,S,2024-05-08,2024-05-08T10:56:21Z,https://api.congress.gov/v3/bill/118/s/4268?format=json
118,2024-05-07,,Read twice and referred to the Committee on Energy and Natural Resources.,4267,Senate,S,"A bill to prohibit Big Cypress National Preserve from being designated as wilderness or as a component of the National Wilderness Preservation System, and for other purposes.",S,2024-05-08,2024-05-08T10:56:21Z,https://api.congress.gov/v3/bill/118/s/4267?format=json
118,2024-05-07,,Received in the Senate and Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,7527,House,H,Mail Traffic Deaths Reporting Act,HR,2024-05-09,2024-05-09T17:18:56Z,https://api.congress.gov/v3/bill/118/hr/7527?format=json
118,2024-05-07,,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,4266,Senate,S,"A bill to amend title 5, United States Code, to address telework for Federal employees, and for other purposes.",S,2024-05-08,2024-05-08T10:56:22Z,https://api.congress.gov/v3/bill/118/s/4266?format=json
118,2024-05-07,,"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",4265,Senate,S,"A bill to amend the Truth in Lending Act and the Real Estate Settlement Procedures Act of 1974 to establish language access requirements for creditors and servicers, and for other purposes.",S,2024-05-08,2024-05-08T10:56:17Z,https://api.congress.gov/v3/bill/118/s/4265?format=json
118,2024-05-07,14:23:02,Motion to reconsider laid on the table Agreed to without objection.,1204,House,H,Electing a Member to a certain standing committee of the House of Representatives.,HRES,2024-05-09,2024-05-09T12:09:07Z,https://api.congress.gov/v3/bill/118/hres/1204?format=json
118,2024-05-07,14:22:00,Motion to reconsider laid on the table Agreed to without objection.,1194,House,H,"Providing for consideration of the bill (H.R. 6192) to amend the Energy Policy and Conservation Act to prohibit the Secretary of Energy from prescribing any new or amended energy conservation standard for a product that is not technologically feasible and economically justified, and for other purposes; providing for consideration of the bill (H.R. 7109) to require a citizenship question on the decennial census, to require reporting on certain census statistics, and to modify apportionment of Representatives to be based on United States citizens instead of all persons; providing for consideration of the joint resolution (H.J. Res. 109) providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Securities and Exchange Commission relating to ""Staff Accounting Bulletin No. 121""; and providing for consideration of the bill (H.R. 2925) to amend the Omnibus Budget Reconciliation Act of 1993 to provide for security of tenure for use of mining claims for ancillary activities, and for other purposes.",HRES,2024-05-09,2024-05-09T12:09:08Z,https://api.congress.gov/v3/bill/118/hres/1194?format=json
118,2024-05-07,,Ordered to be Reported in the Nature of a Substitute by Unanimous Consent.,6852,House,H,Holcombe Rucker Park Landmark Act,HR,2024-05-09,2024-05-09T04:05:19Z,https://api.congress.gov/v3/bill/118/hr/6852?format=json
118,2024-05-07,,Ordered to be Reported by Unanimous Consent.,6062,House,H,"To restore the ability of the people of American Samoa to approve amendments to the territorial constitution based on majority rule in a democratic act of self-determination, as authorized pursuant to an Act of Congress delegating administration of Federal territorial law in the territory to the President, and to the Secretary of the Interior under Executive Order 10264, dated June 29, 1951, under which the Constitution of American Samoa was approved and may be amended without requirement for further congressional action, subject to the authority of Congress under the Territorial Clause in article IV, section 3, clause 2 of the United States Constitution.",HR,2024-05-09,2024-05-09T04:05:26Z,https://api.congress.gov/v3/bill/118/hr/6062?format=json
118,2024-05-07,,Ordered to be Reported (Amended) by Unanimous Consent.,897,House,H,Alabama Underwater Forest National Marine Sanctuary and Protection Act,HR,2024-05-09,2024-05-09T04:05:19Z,https://api.congress.gov/v3/bill/118/hr/897?format=json
118,2024-05-07,,"Placed on the Union Calendar, Calendar No. 407.",2864,House,H,Countering CCP Drones Act,HR,2024-05-09,2024-05-09T12:09:08Z,https://api.congress.gov/v3/bill/118/hr/2864?format=json
118,2024-05-07,,"Placed on the Union Calendar, Calendar No. 406.",4581,House,H,Maternal and Child Health Stillbirth Prevention Act of 2023,HR,2024-05-09,2024-05-09T12:09:10Z,https://api.congress.gov/v3/bill/118/hr/4581?format=json
118,2024-05-07,,"Placed on the Union Calendar, Calendar No. 405.",820,House,H,Foreign Adversary Communications Transparency Act,HR,2024-05-09,2024-05-09T12:09:10Z,https://api.congress.gov/v3/bill/118/hr/820?format=json
118,2024-05-07,,"Placed on the Union Calendar, Calendar No. 404.",6960,House,H,Emergency Medical Services for Children Reauthorization Act of 2024,HR,2024-05-09,2024-05-09T12:09:09Z,https://api.congress.gov/v3/bill/118/hr/6960?format=json
118,2024-05-07,,"Referred to the Committee on Energy and Commerce, and in addition to the Committees on Education and the Workforce, and Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",137,House,H,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Labor relating to ""Short-Term, Limited-Duration Insurance and Independent, Noncoordinated Excepted Benefits Coverage"".",HJRES,2024-05-12,2024-05-12T04:05:28Z,https://api.congress.gov/v3/bill/118/hjres/137?format=json
